24.1;	13.340539875058287;13.340539875058287;
1.25;	10.584895074510817;10.584895074510817;
25.1;	10.584895074510817;10.584895074510817;
1.26;	9.472592447030689;9.472592447030689;
26.1;	9.472592447030689;9.472592447030689;
1.27;	9.386160207093647;9.386160207093647;
27.1;	9.386160207093647;9.386160207093647;
1.28;	13.29661592439573;13.29661592439573;
28.1;	13.29661592439573;13.29661592439573;
1.29;	13.43912190216955;13.43912190216955;
29.1;	13.43912190216955;13.43912190216955;
1.30;	11.086026957650324;11.086026957650324;
30.1;	11.086026957650324;11.086026957650324;
2.2;	0.0;0.0;
0.2;	7.87718140195434;7.87718140195434;
2.0;	7.87718140195434;7.87718140195434;
2.31;	7.144927723908127;7.144927723908127;
31.2;	7.144927723908127;7.144927723908127;
2.3;	4.386342126808914;4.386342126808914;
3.2;	4.386342126808914;4.386342126808914;
2.4;	3.7013509243053595;3.7013509243053595;
4.2;	3.7013509243053595;3.7013509243053595;
2.5;	3.4014699002490225;3.4014699002490225;
5.2;	3.4014699002490225;3.4014699002490225;
2.6;	2.0;2.0;
6.2;	2.0;2.0;
2.7;	4.884668869774823;4.884668869774823;
7.2;	4.884668869774823;4.884668869774823;
2.8;	5.66127103222574;5.66127103222574;
8.2;	5.66127103222574;5.66127103222574;
2.9;	6.673080051060397;6.673080051060397;
9.2;	6.673080051060397;6.673080051060397;
2.10;	7.749193494117017;7.749193494117017;
10.2;	7.749193494117017;7.749193494117017;
2.11;	8.499999809265155;8.499999809265155;
11.2;	8.499999809265155;8.499999809265155;
2.12;	4.47213510200736;4.47213510200736;
12.2;	4.47213510200736;4.47213510200736;
2.13;	9.25904952631743;9.25904952631743;
13.2;	9.25904952631743;9.25904952631743;
2.14;	9.548298265718266;9.548298265718266;
14.2;	9.548298265718266;9.548298265718266;
2.15;	12.99576793008837;12.99576793008837;
15.2;	12.99576793008837;12.99576793008837;
2.16;	10.973148233174358;10.973148233174358;
16.2;	10.973148233174358;10.973148233174358;
2.17;	7.021395533056701;7.021395533056701;
17.2;	7.021395533056701;7.021395533056701;
2.18;	8.30060199714545;8.30060199714545;
18.2;	8.30060199714545;8.30060199714545;
2.19;	9.818349525836847;9.818349525836847;
19.2;	9.818349525836847;9.818349525836847;
2.20;	9.620809690221517;9.620809690221517;
20.2;	9.620809690221517;9.620809690221517;
2.21;	11.960350918230603;11.960350918230603;
21.2;	11.960350918230603;11.960350918230603;
2.22;	13.57239736122258;13.57239736122258;
22.2;	13.57239736122258;13.57239736122258;
2.23;	15.45477163338012;15.45477163338012;
23.2;	15.45477163338012;15.45477163338012;
2.24;	15.274160441974695;15.274160441974695;
24.2;	15.274160441974695;15.274160441974695;
2.25;	12.065238534250675;12.065238534250675;
25.2;	12.065238534250675;12.065238534250675;
2.26;	10.560302744195969;10.560302744195969;
26.2;	10.560302744195969;10.560302744195969;
2.27;	9.404785640449772;9.404785640449772;
27.2;	9.404785640449772;9.404785640449772;
2.28;	12.889142027475597;12.889142027475597;
28.2;	12.889142027475597;12.889142027475597;
2.29;	14.52308405913445;14.52308405913445;
29.2;	14.52308405913445;14.52308405913445;
2.30;	12.29837259676049;12.29837259676049;
30.2;	12.29837259676049;12.29837259676049;
3.3;	0.0;0.0;
0.3;	7.874642478456626;7.874642478456626;
3.0;	7.874642478456626;7.874642478456626;
3.31;	7.150524725699808;7.150524725699808;
31.3;	7.150524725699808;7.150524725699808;
3.4;	2.0248457202303203;2.0248457202303203;
4.3;	2.0248457202303203;2.0248457202303203;
3.5;	4.215447573537068;4.215447573537068;
5.3;	4.215447573537068;4.215447573537068;
3.6;	4.004996916999608;4.004996916999608;
6.3;	4.004996916999608;4.004996916999608;
3.7;	8.500587265820617;8.500587265820617;
7.3;	8.500587265820617;8.500587265820617;
3.8;	8.729833340796453;8.729833340796453;
8.3;	8.729833340796453;8.729833340796453;
3.9;	10.307764239832157;10.307764239832157;
9.3;	10.307764239832157;10.307764239832157;
3.10;	11.32828339227898;11.32828339227898;
10.3;	11.32828339227898;11.32828339227898;
3.11;	11.292918372977077;11.292918372977077;
11.3;	11.292918372977077;11.292918372977077;
3.12;	6.390618057806822;6.390618057806822;
12.3;	6.390618057806822;6.390618057806822;
3.13;	4.887740009785643;4.887740009785643;
13.3;	4.887740009785643;4.887740009785643;
3.14;	5.724509225657172;5.724509225657172;
14.3;	5.724509225657172;5.724509225657172;
3.15;	9.259049546917229;9.259049546917229;
15.3;	9.259049546917229;9.259049546917229;
3.16;	8.61452252650605;8.61452252650605;
16.3;	8.61452252650605;8.61452252650605;
3.17;	5.770615466397248;5.770615466397248;
17.3;	5.770615466397248;5.770615466397248;
3.18;	9.8478426666955;9.8478426666955;
18.3;	9.8478426666955;9.8478426666955;
3.19;	11.37189543895978;11.37189543895978;
19.3;	11.37189543895978;11.37189543895978;
3.20;	12.001665753145296;12.001665753145296;
20.3;	12.001665753145296;12.001665753145296;
3.21;	14.266394333750622;14.266394333750622;
21.3;	14.266394333750622;14.266394333750622;
3.22;	16.015304397276996;16.015304397276996;
22.3;	16.015304397276996;16.015304397276996;
3.23;	18.258422044300296;18.258422044300296;
23.3;	18.258422044300296;18.258422044300296;
3.24;	17.28872443694756;17.28872443694756;
24.3;	17.28872443694756;17.28872443694756;
3.25;	13.462911684901664;13.462911684901664;
25.3;	13.462911684901664;13.462911684901664;
3.26;	11.46298445381923;11.46298445381923;
26.3;	11.46298445381923;11.46298445381923;
3.27;	8.732125024222904;8.732125024222904;
27.3;	8.732125024222904;8.732125024222904;
3.28;	11.047624304150442;11.047624304150442;
28.3;	11.047624304150442;11.047624304150442;
3.29;	15.057223741485274;15.057223741485274;
29.3;	15.057223741485274;15.057223741485274;
3.30;	13.22459747480684;13.22459747480684;
30.3;	13.22459747480684;13.22459747480684;
4.4;	0.0;0.0;
0.4;	5.964058489619533;5.964058489619533;
4.0;	5.964058489619533;5.964058489619533;
4.31;	5.220153327531638;5.220153327531638;
31.4;	5.220153327531638;5.220153327531638;
4.5;	2.256102648543864;2.256102648543864;
5.4;	2.256102648543864;2.256102648543864;
4.6;	2.469817845658875;2.469817845658875;
6.4;	2.469817845658875;2.469817845658875;
4.7;	6.873135356154716;6.873135356154716;
7.4;	6.873135356154716;6.873135356154716;
4.8;	6.91158407534353;6.91158407534353;
8.4;	6.91158407534353;6.91158407534353;
4.9;	8.628441784551557;8.628441784551557;
9.4;	8.628441784551557;8.628441784551557;
4.10;	9.60468674339043;9.60468674339043;
10.4;	9.60468674339043;9.60468674339043;
4.11;	9.36215819688579;9.36215819688579;
11.4;	9.36215819688579;9.36215819688579;
4.12;	4.438468247207599;4.438468247207599;
12.4;	4.438468247207599;4.438468247207599;
4.13;	6.063827179036406;6.063827179036406;
13.4;	6.063827179036406;6.063827179036406;
4.14;	5.872818883663948;5.872818883663948;
14.4;	5.872818883663948;5.872818883663948;
4.15;	9.29569749264116;9.29569749264116;
15.4;	9.29569749264116;9.29569749264116;
4.16;	7.595392839720617;7.595392839720617;
16.4;	7.595392839720617;7.595392839720617;
4.17;	4.123105625617661;4.123105625617661;
17.4;	4.123105625617661;4.123105625617661;
4.18;	7.82304310567363;7.82304310567363;
18.4;	7.82304310567363;7.82304310567363;
4.19;	9.34772719232384;9.34772719232384;
19.4;	9.34772719232384;9.34772719232384;
4.20;	10.008995174236462;10.008995174236462;
20.4;	10.008995174236462;10.008995174236462;
4.21;	12.257650936659337;12.257650936659337;
21.4;	12.257650936659337;12.257650936659337;
4.22;	14.011779983084704;14.011779983084704;
22.4;	14.011779983084704;14.011779983084704;
4.23;	16.286496865918554;16.286496865918554;
23.4;	16.286496865918554;16.286496865918554;
4.24;	15.264337272564626;15.264337272564626;
24.4;	15.264337272564626;15.264337272564626;
4.25;	11.447706777484171;11.447706777484171;
25.4;	11.447706777484171;11.447706777484171;
4.26;	9.475231272509507;9.475231272509507;
26.4;	9.475231272509507;9.475231272509507;
4.27;	7.000714390949164;7.000714390949164;
27.4;	7.000714390949164;7.000714390949164;
4.28;	9.800509908606244;9.800509908606244;
28.4;	9.800509908606244;9.800509908606244;
4.29;	13.14001461031145;13.14001461031145;
29.4;	13.14001461031145;13.14001461031145;
4.30;	11.244997947017646;11.244997947017646;
30.4;	11.244997947017646;11.244997947017646;
5.5;	0.0;0.0;
0.5;	4.560701282182699;4.560701282182699;
5.0;	4.560701282182699;4.560701282182699;
5.31;	3.8078865028425724;3.8078865028425724;
31.5;	3.8078865028425724;3.8078865028425724;
5.6;	1.4035665314401744;1.4035665314401744;
6.5;	1.4035665314401744;1.4035665314401744;
5.7;	4.838387617349204;4.838387617349204;
7.5;	4.838387617349204;4.838387617349204;
5.8;	4.701063526840114;4.701063526840114;
8.5;	4.701063526840114;4.701063526840114;
5.9;	6.511528941444885;6.511528941444885;
9.5;	6.511528941444885;6.511528941444885;
5.10;	7.4431182157617295;7.4431182157617295;
10.5;	7.4431182157617295;7.4431182157617295;
5.11;	7.106335711738165;7.106335711738165;
11.5;	7.106335711738165;7.106335711738165;
5.12;	2.184033176379841;2.184033176379841;
12.5;	2.184033176379841;2.184033176379841;
5.13;	8.14984648741326;8.14984648741326;
13.5;	8.14984648741326;8.14984648741326;
5.14;	7.3824115301167;7.3824115301167;
14.5;	7.3824115301167;7.3824115301167;
5.15;	10.526157386190272;10.526157386190272;
15.5;	10.526157386190272;10.526157386190272;
5.16;	7.7820299877529395;7.7820299877529395;
16.5;	7.7820299877529395;7.7820299877529395;
5.17;	3.699999938140049;3.699999938140049;
17.5;	3.699999938140049;3.699999938140049;
5.18;	5.7489132559086995;5.7489132559086995;
18.5;	5.7489132559086995;5.7489132559086995;
5.19;	7.300000216863026;7.300000216863026;
19.5;	7.300000216863026;7.300000216863026;
5.20;	7.787810388934239;7.787810388934239;
20.5;	7.787810388934239;7.787810388934239;
5.21;	10.064790528984414;10.064790528984414;
21.5;	10.064790528984414;10.064790528984414;
5.22;	11.80677711679273;11.80677711679273;
22.5;	11.80677711679273;11.80677711679273;
5.23;	14.045639452882929;14.045639452882929;
23.5;	14.045639452882929;14.045639452882929;
5.24;	13.148764085164656;13.148764085164656;
24.5;	13.148764085164656;13.148764085164656;
5.25;	9.475230598159907;9.475230598159907;
25.5;	9.475230598159907;9.475230598159907;
5.26;	7.660940295940016;7.660940295940016;
26.5;	7.660940295940016;7.660940295940016;
5.27;	6.013318589411673;6.013318589411673;
27.5;	6.013318589411673;6.013318589411673;
5.28;	9.534148744132244;9.534148744132244;
28.5;	9.534148744132244;9.534148744132244;
5.29;	11.510429544064793;11.510429544064793;
29.5;	11.510429544064793;11.510429544064793;
5.30;	9.440338176876901;9.440338176876901;
30.5;	9.440338176876901;9.440338176876901;
6.6;	0.0;0.0;
0.6;	5.90338800105949;5.90338800105949;
6.0;	5.90338800105949;5.90338800105949;
6.31;	5.162363263921799;5.162363263921799;
31.6;	5.162363263921799;5.162363263921799;
6.7;	4.5011100290068615;4.5011100290068615;
7.6;	4.5011100290068615;4.5011100290068615;
6.8;	4.7801666029622965;4.7801666029622965;
8.6;	4.7801666029622965;4.7801666029622965;
6.9;	6.303173958054542;6.303173958054542;
9.6;	6.303173958054542;6.303173958054542;
6.10;	7.324616174113416;7.324616174113416;
10.6;	7.324616174113416;7.324616174113416;
6.11;	7.473285692807819;7.473285692807819;
11.6;	7.473285692807819;7.473285692807819;
6.12;	2.8284264503966945;2.8284264503966945;
12.6;	2.8284264503966945;2.8284264503966945;
6.13;	8.516454730846446;8.516454730846446;
13.6;	8.516454730846446;8.516454730846446;
6.14;	8.22009740191668;8.22009740191668;
14.6;	8.22009740191668;8.22009740191668;
6.15;	11.52779197884012;11.52779197884012;
15.6;	11.52779197884012;11.52779197884012;
6.16;	9.099999207716728;9.099999207716728;
16.6;	9.099999207716728;9.099999207716728;
6.17;	5.069516422451702;5.069516422451702;
17.6;	5.069516422451702;5.069516422451702;
6.18;	6.670831717547173;6.670831717547173;
18.6;	6.670831717547173;6.670831717547173;
6.19;	8.221921429272928;8.221921429272928;
19.6;	8.221921429272928;8.221921429272928;
6.20;	8.376155525315811;8.376155525315811;
20.6;	8.376155525315811;8.376155525315811;
6.21;	10.707473855958648;10.707473855958648;
21.6;	10.707473855958648;10.707473855958648;
6.22;	12.4020148532301;12.4020148532301;
22.6;	12.4020148532301;12.4020148532301;
6.23;	14.493100800641923;14.493100800641923;
23.6;	14.493100800641923;14.493100800641923;
6.24;	13.917614042658753;13.917614042658753;
24.6;	13.917614042658753;13.917614042658753;
6.25;	10.448444055321621;10.448444055321621;
25.6;	10.448444055321621;10.448444055321621;
6.26;	8.781799151534456;8.781799151534456;
26.6;	8.781799151534456;8.781799151534456;
6.27;	7.406078211083727;7.406078211083727;
27.6;	7.406078211083727;7.406078211083727;
6.28;	10.923826475861187;10.923826475861187;
28.6;	10.923826475861187;10.923826475861187;
6.29;	12.701180024781662;12.701180024781662;
29.6;	12.701180024781662;12.701180024781662;
6.30;	10.547510243818047;10.547510243818047;
30.6;	10.547510243818047;10.547510243818047;
7.7;	0.0;0.0;
0.7;	6.809551593509178;6.809551593509178;
7.0;	6.809551593509178;6.809551593509178;
7.31;	6.382005135357605;6.382005135357605;
31.7;	6.382005135357605;6.382005135357605;
7.8;	1.4035665314401744;1.4035665314401744;
8.7;	1.4035665314401744;1.4035665314401744;
7.9;	1.8248297625014962;1.8248297625014962;
9.7;	1.8248297625014962;1.8248297625014962;
7.10;	2.886175001912383;2.886175001912383;
10.7;	2.886175001912383;2.886175001912383;
7.11;	3.9408126120865536;3.9408126120865536;
11.7;	3.9408126120865536;3.9408126120865536;
7.12;	3.264964445192379;3.264964445192379;
12.7;	3.264964445192379;3.264964445192379;
7.13;	12.924781669823926;12.924781669823926;
13.7;	12.924781669823926;12.924781669823926;
7.14;	12.17415242622904;12.17415242622904;
14.7;	12.17415242622904;12.17415242622904;
7.15;	15.147606121068653;15.147606121068653;
15.7;	15.147606121068653;15.147606121068653;
7.16;	11.672616529081232;11.672616529081232;
16.7;	11.672616529081232;11.672616529081232;
7.17;	7.657675309772733;7.657675309772733;
17.7;	7.657675309772733;7.657675309772733;
7.18;	5.203844497926037;5.203844497926037;
18.7;	5.203844497926037;5.203844497926037;
7.19;	6.363960491199473;6.363960491199473;
19.7;	6.363960491199473;6.363960491199473;
7.20;	5.323532493287922;5.323532493287922;
20.7;	5.323532493287922;5.323532493287922;
7.21;	7.5451976433230685;7.5451976433230685;
21.7;	7.5451976433230685;7.5451976433230685;
7.22;	8.993886670630939;8.993886670630939;
22.7;	8.993886670630939;8.993886670630939;
7.23;	10.660675257611167;10.660675257611167;
23.7;	10.660675257611167;10.660675257611167;
7.24;	10.92886091399196;10.92886091399196;
24.7;	10.92886091399196;10.92886091399196;
7.25;	8.464632211391189;8.464632211391189;
25.7;	8.464632211391189;8.464632211391189;
7.26;	7.700649112737814;7.700649112737814;
26.7;	7.700649112737814;7.700649112737814;
7.27;	8.595928709974519;8.595928709974519;
27.7;	8.595928709974519;8.595928709974519;
7.28;	12.7094444601292;12.7094444601292;
28.7;	12.7094444601292;12.7094444601292;
7.29;	11.552488470973652;11.552488470973652;
29.7;	11.552488470973652;11.552488470973652;
7.30;	9.154779603348013;9.154779603348013;
30.7;	9.154779603348013;9.154779603348013;
8.8;	0.0;0.0;
0.8;	5.70087712549569;5.70087712549569;
8.0;	5.70087712549569;5.70087712549569;
8.31;	5.374011132408058;5.374011132408058;
31.8;	5.374011132408058;5.374011132408058;
8.9;	2.024846520906774;2.024846520906774;
9.8;	2.024846520906774;2.024846520906774;
8.10;	2.789265826852087;2.789265826852087;
10.8;	2.789265826852087;2.789265826852087;
8.11;	2.8425347919734807;2.8425347919734807;
11.8;	2.8425347919734807;2.8425347919734807;
8.12;	2.692581801451478;2.692581801451478;
12.8;	2.692581801451478;2.692581801451478;
8.13;	12.83900279133007;12.83900279133007;
13.8;	12.83900279133007;12.83900279133007;
8.14;	11.764352871030402;11.764352871030402;
14.8;	11.764352871030402;11.764352871030402;
8.15;	14.536161377827163;14.536161377827163;
15.8;	14.536161377827163;14.536161377827163;
8.16;	10.771257557781656;10.771257557781656;
16.8;	10.771257557781656;10.771257557781656;
8.17;	6.91158435130756;6.91158435130756;
17.8;	6.91158435130756;6.91158435130756;
8.18;	3.8118238406072633;3.8118238406072633;
18.8;	3.8118238406072633;3.8118238406072633;
8.19;	4.964876442838515;4.964876442838515;
19.8;	4.964876442838515;4.964876442838515;
8.20;	4.080441082505124;4.080441082505124;
20.8;	4.080441082505124;4.080441082505124;
8.21;	6.378088133582564;6.378088133582564;
21.8;	6.378088133582564;6.378088133582564;
8.22;	7.930951867238066;7.930951867238066;
22.8;	7.930951867238066;7.930951867238066;
8.23;	9.811217878612055;9.811217878612055;
23.8;	9.811217878612055;9.811217878612055;
8.24;	9.745255420169645;9.745255420169645;
24.8;	9.745255420169645;9.745255420169645;
8.25;	7.088018241652188;7.088018241652188;
25.8;	7.088018241652188;7.088018241652188;
8.26;	6.303173958054542;6.303173958054542;
26.8;	6.303173958054542;6.303173958054542;
8.27;	7.463243135035338;7.463243135035338;
27.8;	7.463243135035338;7.463243135035338;
8.28;	11.601723639913672;11.601723639913672;
28.8;	11.601723639913672;11.601723639913672;
8.29;	10.149384122870604;10.149384122870604;
29.8;	10.149384122870604;10.149384122870604;
8.30;	7.752418743594658;7.752418743594658;
30.8;	7.752418743594658;7.752418743594658;
9.9;	0.0;0.0;
0.9;	7.641990068498648;7.641990068498648;
9.0;	7.641990068498648;7.641990068498648;
9.31;	7.366139124915121;7.366139124915121;
31.9;	7.366139124915121;7.366139124915121;
9.10;	1.0770331739384815;1.0770331739384815;
10.9;	1.0770331739384815;1.0770331739384815;
9.11;	2.942788357797235;2.942788357797235;
11.9;	2.942788357797235;2.942788357797235;
9.12;	4.661545057914318;4.661545057914318;
12.9;	4.661545057914318;4.661545057914318;
9.13;	14.651280334170485;14.651280334170485;
13.9;	14.651280334170485;14.651280334170485;
9.14;	13.729531016553704;13.729531016553704;
14.9;	13.729531016553704;13.729531016553704;
9.15;	16.552945783587283;16.552945783587283;
15.9;	16.552945783587283;16.552945783587283;
9.16;	12.778106605850535;12.778106605850535;
16.9;	12.778106605850535;12.778106605850535;
9.17;	8.935883446530143;8.935883446530143;
17.9;	8.935883446530143;8.935883446530143;
9.18;	5.292447978733972;5.292447978733972;
18.9;	5.292447978733972;5.292447978733972;
9.19;	6.067124468259625;6.067124468259625;
19.9;	6.067124468259625;6.067124468259625;
9.20;	4.45533426728334;4.45533426728334;
20.9;	4.45533426728334;4.45533426728334;
9.21;	6.407808264298682;6.407808264298682;
21.9;	6.407808264298682;6.407808264298682;
9.22;	7.6550635341049444;7.6550635341049444;
22.9;	7.6550635341049444;7.6550635341049444;
9.23;	9.068626666922837;9.068626666922837;
23.9;	9.068626666922837;9.068626666922837;
9.24;	9.749359036431398;9.749359036431398;
24.9;	9.749359036431398;9.749359036431398;
9.25;	7.905694693261925;7.905694693261925;
25.9;	7.905694693261925;7.905694693261925;
9.26;	7.640026637325517;7.640026637325517;
26.9;	7.640026637325517;7.640026637325517;
9.27;	9.37230019719432;9.37230019719432;
27.9;	9.37230019719432;9.37230019719432;
9.28;	13.509256456725534;13.509256456725534;
28.9;	13.509256456725534;13.509256456725534;
9.29;	11.221854012452992;11.221854012452992;
29.9;	11.221854012452992;11.221854012452992;
9.30;	8.836289107311373;8.836289107311373;
30.9;	8.836289107311373;8.836289107311373;
10.10;	0.0;0.0;
0.10;	8.091971791646785;8.091971791646785;
10.0;	8.091971791646785;8.091971791646785;
10.31;	7.905694150420948;7.905694150420948;
31.10;	7.905694150420948;7.905694150420948;
10.11;	2.5495097567963922;2.5495097567963922;
11.10;	2.5495097567963922;2.5495097567963922;
10.12;	5.481788116452012;5.481788116452012;
12.10;	5.481788116452012;5.481788116452012;
10.13;	15.5929475768199;15.5929475768199;
13.10;	15.5929475768199;15.5929475768199;
10.14;	14.549914692107572;14.549914692107572;
14.10;	14.549914692107572;14.549914692107572;
10.15;	17.266152039644034;17.266152039644034;
15.10;	17.266152039644034;17.266152039644034;
10.16;	13.322161973819316;13.322161973819316;
16.10;	13.322161973819316;13.322161973819316;
10.17;	9.615092729745216;9.615092729745216;
17.10;	9.615092729745216;9.615092729745216;
10.18;	5.408326913195984;5.408326913195984;
18.10;	5.408326913195984;5.408326913195984;
10.19;	5.913543112358623;5.913543112358623;
19.10;	5.913543112358623;5.913543112358623;
10.20;	4.011234309616781;4.011234309616781;
20.10;	4.011234309616781;4.011234309616781;
10.21;	5.70087712549569;5.70087712549569;
21.10;	5.70087712549569;5.70087712549569;
10.22;	6.799999461454578;6.799999461454578;
22.10;	6.799999461454578;6.799999461454578;
10.23;	8.062256801988624;8.062256801988624;
23.10;	8.062256801988624;8.062256801988624;
10.24;	8.96939198924364;8.96939198924364;
24.10;	8.96939198924364;8.96939198924364;
10.25;	7.532595905006176;7.532595905006176;
25.10;	7.532595905006176;7.532595905006176;
10.26;	7.576938549802007;7.576938549802007;
26.10;	7.576938549802007;7.576938549802007;
10.27;	9.759098451906004;9.759098451906004;
27.10;	9.759098451906004;9.759098451906004;
10.28;	13.865785158929079;13.865785158929079;
28.10;	13.865785158929079;13.865785158929079;
10.29;	10.932977472499669;10.932977472499669;
29.10;	10.932977472499669;10.932977472499669;
10.30;	8.590692504750889;8.590692504750889;
30.10;	8.590692504750889;8.590692504750889;
11.11;	0.0;0.0;
0.11;	6.307139420334873;6.307139420334873;
11.0;	6.307139420334873;6.307139420334873;
11.31;	6.324555320336759;6.324555320336759;
31.11;	6.324555320336759;6.324555320336759;
11.12;	4.92442917202474;4.92442917202474;
12.11;	4.92442917202474;4.92442917202474;
11.13;	15.021318670818843;15.021318670818843;
13.11;	15.021318670818843;15.021318670818843;
11.14;	13.520355617428445;13.520355617428445;
14.11;	13.520355617428445;13.520355617428445;
11.15;	15.875138039777251;15.875138039777251;
15.11;	15.875138039777251;15.875138039777251;
11.16;	11.583609148121926;11.583609148121926;
16.11;	11.583609148121926;11.583609148121926;
11.17;	8.29759042532561;8.29759042532561;
17.11;	8.29759042532561;8.29759042532561;
11.18;	3.2015621187164243;3.2015621187164243;
18.11;	3.2015621187164243;3.2015621187164243;
11.19;	3.401469591840677;3.401469591840677;
19.11;	3.401469591840677;3.401469591840677;
11.20;	1.5132744437932062;1.5132744437932062;
20.11;	1.5132744437932062;1.5132744437932062;
11.21;	3.605551275463989;3.605551275463989;
21.11;	3.605551275463989;3.605551275463989;
11.22;	5.0931317999216725;5.0931317999216725;
22.11;	5.0931317999216725;5.0931317999216725;
11.23;	7.021394935430946;7.021394935430946;
23.11;	7.021394935430946;7.021394935430946;
11.24;	6.989277051723572;6.989277051723572;
24.11;	6.989277051723572;6.989277051723572;
11.25;	5.003998431771973;5.003998431771973;
25.11;	5.003998431771973;5.003998431771973;
11.26;	5.099999820484846;5.099999820484846;
26.11;	5.099999820484846;5.099999820484846;
11.27;	7.793587212594715;7.793587212594715;
27.11;	7.793587212594715;7.793587212594715;
11.28;	11.77964339657254;11.77964339657254;
28.11;	11.77964339657254;11.77964339657254;
11.29;	8.386298175104272;8.386298175104272;
29.11;	8.386298175104272;8.386298175104272;
11.30;	6.041522860514768;6.041522860514768;
30.11;	6.041522860514768;6.041522860514768;
12.12;	0.0;0.0;
0.12;	3.905125155427619;3.905125155427619;
12.0;	3.905125155427619;3.905125155427619;
12.31;	3.3241543146112837;3.3241543146112837;
31.12;	3.3241543146112837;3.3241543146112837;
12.13;	10.204411102603023;10.204411102603023;
13.12;	10.204411102603023;10.204411102603023;
12.14;	9.075792520770095;9.075792520770095;
14.12;	9.075792520770095;9.075792520770095;
12.15;	11.920151170565674;11.920151170565674;
15.12;	11.920151170565674;11.920151170565674;
12.16;	8.43860185224443;8.43860185224443;
16.12;	8.43860185224443;8.43860185224443;
12.17;	4.3931770482917125;4.3931770482917125;
17.12;	4.3931770482917125;4.3931770482917125;
12.18;	3.860052233130124;3.860052233130124;
18.12;	3.860052233130124;3.860052233130124;
12.19;	5.403702646224968;5.403702646224968;
19.12;	5.403702646224968;5.403702646224968;
12.20;	5.635600451318428;5.635600451318428;
20.12;	5.635600451318428;5.635600451318428;
12.21;	7.940403372754187;7.940403372754187;
21.12;	7.940403372754187;7.940403372754187;
12.22;	9.664884236091975;9.664884236091975;
22.12;	9.664884236091975;9.664884236091975;
12.23;	11.868023664236839;11.868023664236839;
23.12;	11.868023664236839;11.868023664236839;
12.24;	11.104053223813544;11.104053223813544;
24.12;	11.104053223813544;11.104053223813544;
12.25;	7.640026138021317;7.640026138021317;
25.12;	7.640026138021317;7.640026138021317;
12.26;	6.0926190607195725;6.0926190607195725;
26.12;	6.0926190607195725;6.0926190607195725;
12.27;	5.66127243040921;5.66127243040921;
27.12;	5.66127243040921;5.66127243040921;
12.28;	9.660745487590862;9.660745487590862;
28.12;	9.660745487590862;9.660745487590862;
12.29;	10.065783510141424;10.065783510141424;
29.12;	10.065783510141424;10.065783510141424;
12.30;	7.82623749475319;7.82623749475319;
30.12;	7.82623749475319;7.82623749475319;
13.13;	0.0;0.0;
0.13;	9.936800022064316;9.936800022064316;
13.0;	9.936800022064316;9.936800022064316;
13.31;	9.425497846330684;9.425497846330684;
31.13;	9.425497846330684;9.425497846330684;
13.14;	3.0528677793948025;3.0528677793948025;
14.13;	3.0528677793948025;3.0528677793948025;
13.15;	5.700876933117318;5.700876933117318;
